title_length,tag_count,has_tags,like_ratio,comment_density,like_per_view,dislike_per_view,publish_hour,category_code,views
44,13,1,0.9882142111873912,0.0054679714845047925,0.07327081789236423,0.0008738533867759995,18,2,195685
39,36,1,0.9706643656178703,0.004278835960019193,0.039926398925104654,0.0012066645008476074,11,7,1098897
57,7,1,0.9640312617280404,0.0010554449993278345,0.024988191998932378,0.0009323284034359344,22,2,893462
54,29,1,0.8996881450120159,0.0009143932600821004,0.007683566666029688,0.0008566888310477932,11,8,225286
55,8,1,0.793762087055701,0.0,0.01239836400462254,0.003221384250972594,8,9,264793
55,31,1,0.9859377098413321,0.0022374636576446205,0.052269809559867,0.0007455169017596691,5,2,5476737
42,35,1,0.9917002141560314,0.003422661214096226,0.08591164682851676,0.0007190159457764198,3,8,3578502
55,15,1,0.9621542912309918,0.0009018581557196874,0.010838695289649335,0.00042633294634021585,14,9,304926
38,9,1,0.9851326392137474,0.0025837076810684297,0.04099159385081649,0.0006186342334952578,18,11,247319
34,15,1,0.9590660104956298,0.001271783938371719,0.011223408920325488,0.0004790273720126899,22,0,296434
33,8,1,0.9732022344838978,0.0029294549147417907,0.04007557834584433,0.0011035074069081542,5,2,125962
40,15,1,0.9968738368074295,0.007352011846984864,0.1277528312249994,0.0004006286053498077,17,2,419341
29,33,1,0.9896078176548215,0.004403257834891987,0.057551731080557195,0.000604368722436155,5,2,138988
17,11,1,0.9887943277168393,0.004332537775804233,0.049839967801624106,0.000564819522684861,5,2,1774018
33,13,1,0.9719610691273782,0.003721933958498139,0.03353104520694034,0.0009672966154077701,21,13,1575525
73,11,1,0.980518466080847,0.0022212009803567133,0.04007576337762849,0.0007962494893663793,17,2,626688
54,1,1,0.9729270111060969,0.005017577500569896,0.06530155686137509,0.0018171026799152126,1,11,219030
43,14,1,0.9770129527850991,0.000785962865264372,0.015583536913605188,0.0003666476252908539,0,2,493662
40,20,1,0.9756116501065586,0.0014776926379517679,0.02468257609748957,0.0006170152770170945,18,9,1017803
45,41,1,0.9531722033811563,0.0032653352861087255,0.03156014432985173,0.0015504983743667253,11,9,139955
70,6,1,0.700292582749914,0.0034916258987071694,0.01520680425030298,0.006508125488413047,7,7,362009
44,14,1,0.9753710331529101,0.003315363789728644,0.0517923685471236,0.0013078023145958277,0,7,294387
66,30,1,0.973761420929029,0.001797187720853449,0.013752392994356826,0.0003705663745896769,8,9,844653
38,31,1,0.9409862561226897,0.0005844029020993332,0.007076670772885554,0.00044381182682186034,4,8,1315873
41,28,1,0.9853674387758862,0.014967846256976334,0.04835561134405538,0.0007180736477227452,23,7,188003
13,1,1,0.9867922762884201,0.003681134141342496,0.051961784152646975,0.0006954826249317874,15,2,1624771
48,8,1,0.64840498856862,0.002079860284029542,0.007422402158655045,0.004024767801538083,13,10,125970
42,26,1,0.9893974191646957,0.0021664262223954835,0.05439381353897897,0.0005828949477297264,13,2,205869
45,31,1,0.9650395746535634,0.008107943345176083,0.029729125598978976,0.00107699498068755,21,2,98422
34,44,1,0.9874795579581565,0.002217903764047477,0.045350851251523175,0.0005750120869752718,13,3,426078
46,14,1,0.982721375214389,0.002731502325459552,0.04097253488189328,0.000720396217703618,22,2,33315
41,4,1,0.839949573994713,0.007541911689414674,0.026510371752369755,0.005051489300155974,17,2,1231518
36,32,1,0.9791002918579071,0.011196342785578005,0.04960870912433438,0.0010589389947144134,19,6,154872
43,52,1,0.9681866358213503,0.003015449012335052,0.050285021886062146,0.001652300828676741,22,11,72626
87,0,0,0.49523377156691584,0.005453602053485892,0.01191763613490858,0.01214703151422396,2,9,366180
67,4,1,0.956635147573659,0.0028089569052777027,0.044368665195611195,0.002011258510912164,8,2,264511
36,27,1,0.9824689482653839,0.0006541750385156366,0.006983058942885169,0.00012460476924107365,7,9,192609
32,0,0,0.8820846848072659,0.0012194613523284978,0.014112398897887058,0.001886517134798787,15,2,95944
48,5,1,0.9363636323101141,0.001365748831581437,0.01400054370952914,0.0009514932618126599,8,2,154494
27,17,1,0.7717769900387285,0.001987959715311423,0.008308171263046797,0.002456818138733929,18,7,53321
16,9,1,0.9458896883882447,0.002029762843557894,0.009559867485979926,0.0005468791081088627,4,9,95085
32,5,1,0.990107524752457,0.003889905857316738,0.05016562063609597,0.0005012203625674228,0,2,91776
38,4,1,0.9866751266313519,0.001515595332103479,0.0467689965942027,0.0006316070279602937,9,2,764716
41,17,1,0.9877190547982351,0.0023496900328550444,0.052890192626340905,0.0006576176507047136,8,2,135337
35,19,1,0.9599807089682704,0.0026793765293469823,0.025647301297739622,0.0010691742881528824,14,11,77630
38,26,1,0.9747753956897454,0.0017821782177747279,0.014896369636570391,0.0003854785478446078,9,9,378750
31,8,1,0.9923499612193191,0.007270498124220021,0.06070832975889972,0.0004680012391837003,15,9,151709
53,36,1,0.9875845794353563,0.004844983281120205,0.09046812091471988,0.0011373200190423016,16,9,175852
77,18,1,0.9999999586776877,0.01048747327541761,0.04699941727131595,0.0,4,2,5149
61,28,1,0.9642438794418057,0.002356352995311139,0.03456019379804449,0.0012815621413251228,13,2,1905487
19,4,1,0.9804856873964011,0.0061740878289441685,0.08418167824141512,0.0016754426962038225,13,2,9632678
21,23,1,0.9443011251499173,0.004359882364950494,0.03380850523345819,0.0019941686310558353,21,9,476389
37,5,1,0.8983584432213789,0.002328515501759593,0.015883470852924714,0.0017970785545737098,5,9,754558
65,1,1,0.983605757021905,0.0011788370555931317,0.026434011350057775,0.00044058871043302806,2,2,762616
68,27,1,0.9935553158934134,0.002702716254772239,0.05102066399314941,0.00033094484752313133,23,9,199429
43,18,1,0.9938608242719122,0.0020311647803834742,0.04613811052420923,0.0002849996166207581,3,7,691229
36,1,1,0.9999997959184089,0.0003119151585902758,0.0076419213854617574,0.0,19,12,6412
46,42,1,0.9885080226104458,0.0025226021467415526,0.045931613540487616,0.000533981476317555,14,8,108618
43,44,1,0.9677337373787253,0.008448288905196543,0.048029152895363636,0.0016013920760596433,14,12,79306
70,29,1,0.8610664706193332,0.0010480205219776675,0.007258558115788921,0.0011711721696836214,14,9,812007
45,6,1,0.9815436159266475,0.006065200908685295,0.021119896021314866,0.00039712624997344194,17,11,55398
38,2,1,0.9999950000249999,0.0,0.0025873220881329614,0.0,21,12,773
77,9,1,0.8749999984913793,0.0030621653981664485,0.008730612020053216,0.001247230288579031,13,9,581288
43,16,1,0.9616225383492287,0.003362812314582277,0.039741414786361895,0.0015860428229970143,14,2,99619
44,7,1,0.9565213232515986,0.0002061855665851844,0.004536082464874057,0.0002061855665851844,9,1,4850
84,22,1,0.9729050771820339,0.00245479636236975,0.047963624781148774,0.001335763065649846,18,2,226088
22,4,1,0.9814129516478499,0.0016911507197498888,0.035847480015915444,0.0006789179092910544,22,2,651036
46,16,1,0.924023539529097,0.0013802851850561355,0.007652496034003037,0.0006292150763337761,18,9,451356
32,13,1,0.9962494116356085,0.008760816815451499,0.09125850849428646,0.0003435614437431961,23,3,46571
78,37,1,0.9645892214647419,0.0015767896557073516,0.023862083456371252,0.0008759942531707508,20,9,28539
23,7,1,0.33613442553492223,0.001348243317195461,0.0031723372169304965,0.006265366003437731,8,0,12609
46,4,1,0.9312602138909949,0.0014656407176757468,0.01895339928085227,0.0013990206850541219,15,2,30021
24,28,1,0.9809081094957632,0.0036370117936868557,0.05015002143056893,0.000976094180336029,3,11,471266
37,21,1,0.9620362726781866,0.004992852709866681,0.044535910705983256,0.0017574692442718478,22,9,1073134
89,8,1,0.9767441633315311,0.012706617125555044,0.022613471155648806,0.0005384159798964001,4,4,18573
58,23,1,0.9453947352871798,0.004784306515178909,0.022974263867375416,0.001326975574803173,20,12,250193
35,0,0,0.9999966666777778,0.0010946907438714245,0.0016420361158071368,0.0,20,13,1827
38,5,1,0.9312005471922925,8.504896215815587e-05,0.0011015671797231002,8.138656665852236e-05,19,13,2457408
28,3,1,0.9809885558559486,0.00019553018004506378,0.005044678645162646,9.776509002253189e-05,16,8,51143
29,0,0,0.9788484078798566,0.005553498702127546,0.06168085891829661,0.001332839688510611,17,9,27010
48,36,1,0.9904811336267201,0.0021439809567091947,0.04665400386025369,0.00044836103657416615,18,11,122669
39,0,0,0.9438815203126928,0.0016536669296828008,0.0033770500031127687,0.0002007824939918409,18,7,358597
60,6,1,0.9833044558461105,0.007391273297259288,0.11145825892461289,0.0018924516171726679,19,9,56012
46,26,1,0.9758063729188409,0.003090435909091679,0.01968119710526806,0.00048796356459342296,16,7,6148
35,22,1,0.9798254187243043,0.0005106297287152942,0.06199979862444981,0.0012765743217882355,18,11,1390440
84,3,1,0.7843866073805873,0.0031284249094953452,0.002588618258445168,0.0007115633127479609,22,10,244532
74,9,1,0.9147570951901275,0.003520654914478461,0.012157832542039807,0.0011329443150397817,21,9,82087
55,41,1,0.9854751507943235,0.0031827801291160955,0.0421307640888246,0.0006209623523997282,1,8,359120
43,0,0,0.828793758194674,0.016287609566368273,0.012615493955041608,0.0026060175306189238,18,10,33768
35,5,1,0.9874044040152747,0.004045392454543082,0.0576599768683251,0.000735525900826015,5,2,38068
38,29,1,0.9636024737840205,0.01982676825071141,0.04451902511700252,0.0016815880203162011,18,11,1277364
52,9,1,0.978558951822626,0.0030990095178414947,0.04485190804218087,0.0009827429536664201,14,2,1498866
43,13,1,0.9981305647669944,0.003352793101481699,0.07244389694990648,0.00013568278791938719,22,7,280065
18,0,0,0.0,0.0,0.0,0.0,18,7,2259
93,20,1,0.9037385249524547,0.0033029130714262306,0.008585872549483382,0.000914521970839201,15,4,470191
88,41,1,0.9187499425781286,0.002882551362844188,0.009015639368895653,0.0007973014407866903,7,4,16305
62,4,1,0.49137926798454584,0.00046604645123525637,0.00033626136354948877,0.00034806000788455854,20,10,169511
93,3,1,0.9238902952705251,0.005919851442517006,0.05226917252613963,0.004305912996609738,0,9,160477
51,36,1,0.9864864858913571,0.001193986623357644,0.023215302336675618,0.00031801784022843314,15,1,704363
45,11,1,0.9907617204274678,0.005635504442212337,0.04346296777413151,0.00040526694089179627,21,7,130778
48,37,1,0.9887573766150943,0.0031896162648453697,0.05349921240643883,0.0006083104845146929,17,13,560569
54,23,1,0.9467408046179803,0.0014400311357772053,0.030556336352557754,0.001718956085499817,15,8,462490
36,0,0,0.7713332261698185,0.0042917582658081425,0.016442142558983994,0.004874380540250921,16,8,295217
44,26,1,0.9861922298953333,0.003079192342971816,0.04195293037864197,0.0005873869149037145,18,9,1525400
43,6,1,0.6165683783271128,0.004280068982055402,0.015599381186888181,0.009700945154620482,0,13,1836419
21,27,1,0.9955571209922554,0.005704579523826678,0.0896514322834214,0.00040008799889080376,12,11,977285
57,10,1,0.7433467726948654,0.003130723033242684,0.00943053580356681,0.003256054265782628,12,13,390964
46,33,1,0.985887946420413,0.002044574707965061,0.036294614897859435,0.0005195230815321056,4,8,1611093
27,21,1,0.9906109385827697,0.003901908243593153,0.062014613088100405,0.0005877776817296957,18,8,983365
34,33,1,0.9542085188391769,0.0008636150099729321,0.012848985632047028,0.0006166095443902215,8,8,2765121
16,5,1,0.9577519640751571,0.003135803129473346,0.015279476292741378,0.0006740031709197104,20,13,3701763
32,24,1,0.9875712877138363,0.004134444213899181,0.030283477178178104,0.00038112146195803416,18,0,829132
67,16,1,0.982464845355724,0.0009845313502659632,0.015187355036959884,0.00027106577435894054,12,9,391049
63,14,1,0.6888360963321128,0.0025035948116097027,0.004233483937998914,0.0019123668823374405,21,10,137003
31,5,1,0.9962948485369705,0.008362932665909161,0.13717384674567476,0.0005101400138073023,21,8,891912
56,7,1,0.9848223519691719,0.00995220435288157,0.09758515201194122,0.0015039392954554864,21,11,175539
79,18,1,0.9735234017612342,0.004600068654582857,0.03281840025209859,0.0008925506344713007,1,9,14565
65,10,1,0.9961353225541737,0.010927613513396665,0.13334394523193568,0.0005173305741957634,3,2,125645
34,1,1,0.9249335950062537,0.011068770304117861,0.04025377069236242,0.003266943557252537,17,7,2188590
48,14,1,0.98896697907693,0.0034075736807772923,0.06381410101964195,0.0007119168805192707,20,0,394709
49,31,1,0.9521997396731948,0.004949508524868622,0.02377200747033108,0.00119335060407647,20,9,863116
63,20,1,0.9172413722816753,0.0031313206980232568,0.005977975878044399,0.0005393662446355849,16,4,200235
62,4,1,0.930178717571771,0.003947309335710526,0.028450678926781665,0.00213557120700331,7,9,4632016
38,38,1,0.9549031462546865,0.01326515609321017,0.05154133925379075,0.002434123470305807,23,2,122426
21,7,1,0.8938813634311624,0.0037852537160337017,0.025214822700122864,0.0029934202724777484,19,13,758998
72,26,1,0.9859635793134227,0.004527911784663824,0.03582356994928852,0.0005099931081660929,16,11,145100
65,28,1,0.9617540132067903,0.00037802853254422175,0.004753053796810962,0.00018901426627211088,14,0,2671756
37,15,1,0.9928041844901785,0.010427924082735542,0.08632425154308168,0.0006256754449641325,19,9,52743
40,13,1,0.9900909665528087,0.006007511443363589,0.050089989394392714,0.0005013108044393692,14,13,121681
89,22,1,0.7045453744834802,0.0017537706052667744,0.005436688876327001,0.0022799017868468064,22,9,11404
36,16,1,0.8800035892299376,0.012993939970878669,0.02334718369332332,0.0031835986331436284,17,12,419965
51,29,1,0.9494195609500866,0.0009510050888971241,0.008312220051810742,0.0004428344307078212,10,8,137749
32,28,1,0.9256503321683907,0.004309568978299228,0.01981391674788356,0.0015914844574308148,11,9,772235
52,24,1,0.9895437252951106,0.0022379495669739907,0.03503316540180337,0.00037018714641675037,16,12,297147
25,14,1,0.9930166455598728,0.014750312404913845,0.09671934069688548,0.0006801752637118449,20,9,126438
42,29,1,0.9814952934685576,0.005120045371456578,0.07889421023484425,0.0014874388220154624,17,2,2285136
34,13,1,0.9815696640374165,0.002680315433737062,0.05395043597274365,0.0010129944405986365,15,12,206319
59,13,1,0.9365994146340114,0.0017502146486773967,0.016098672476042093,0.0010897562906859262,6,9,60564
32,31,1,0.9883322301146736,0.013977512805651586,0.04400238849334723,0.0005194707824322621,14,12,373457
53,23,1,0.961416302560317,0.002141362761869965,0.03875855042790563,0.0015554637223297208,19,8,4326684
50,16,1,0.9682224380922422,0.0009865080515750395,0.014144784563024463,0.0004642390830941362,14,9,137860
100,19,1,0.9104476253063245,0.0034921426702615548,0.015215764491853917,0.0014966325729692377,17,12,4009
46,9,1,0.9493669684345609,0.0033266799623197603,0.024950099717398203,0.001330671984927904,3,9,3006
53,20,1,0.8955398042633158,0.006463988930454901,0.032580957097532476,0.003800404097521162,13,10,635985
28,26,1,0.9738001655665117,0.002666299954721314,0.06247087315116386,0.0016807621491079917,14,8,130893
72,4,1,0.8285713496598714,0.0005963283212087727,0.0018528772837558295,0.00038335392077706816,4,4,46954
50,14,1,0.9514960353324559,0.004583123153199148,0.05362350171489402,0.0027335399100317775,15,2,208155
52,10,1,0.9752503287828258,0.006036639411438848,0.02707309525790385,0.0006870545290169322,13,9,190669
24,14,1,0.9846204054321775,0.0075282133672207405,0.057704215687685315,0.0009013295208094699,18,9,2509626
34,13,1,0.9836065506584252,0.021031860611689355,0.06930407158085279,0.00115506785968088,14,11,20778
94,34,1,0.7729729311906524,0.007227807343705957,0.0046980747734088725,0.0013798541292529556,15,10,30438
42,7,1,0.9251700050904759,0.0003273702662969808,0.0014362050392383672,0.00011616364287957381,15,4,94694
78,40,1,0.8070113285870703,0.00868279455560046,0.01076609836355465,0.0025746044792177643,3,9,211683
17,6,1,0.9687701906431508,0.01921641879628997,0.04275807654994425,0.0013783728545446678,17,2,210393
85,8,1,0.9857651128616238,0.004719347757177901,0.013029162744899786,0.00018814675443898607,6,4,63780
84,22,1,0.9723661317380634,0.0015728387018262074,0.030534765142350165,0.0008677730768696317,13,9,18438
35,13,1,0.9624192387069564,0.0034812492836151024,0.02439057670278854,0.0009524086751881402,21,13,1099318
53,51,1,0.9971554977921058,0.0041863775269412404,0.08805347398333076,0.0002511826516164744,16,4,71661
49,50,1,0.9174827405402428,0.0036778258727498125,0.006106558646939332,0.000549216298254911,0,4,935879
48,4,1,0.9891771874716565,0.0020205408948311865,0.05435636241226992,0.0005947252445163493,20,2,131153
100,1,1,0.6831682999215768,0.0020439933924296196,0.003279896373898692,0.001521111361808089,15,10,84149
41,11,1,0.9933056302093591,0.040980725279459625,0.12604722006970318,0.0008494932330981623,17,8,34138
66,26,1,0.9684327100453523,0.0019318738485043935,0.0361950364616216,0.0011798229574794688,13,9,144937
50,8,1,0.9904602903705818,0.004276626977515034,0.054190181045369754,0.0005219376936707898,16,12,306550
26,18,1,0.9948191685788487,0.01016066397593358,0.06082387877679665,0.0003167593086022459,15,13,328325
41,42,1,0.8625012002389294,0.0010879372830400772,0.0072632957866605,0.0011579049967820599,5,9,2472569
60,11,1,0.8507404514023847,0.003849604484544421,0.03200185296938489,0.005614617355599822,1,1,341074
99,36,1,0.9867871443297357,0.005571983889019069,0.10157682755792873,0.0013600905555873318,17,9,113963
51,0,0,0.5286623867094021,0.0028778314134432644,0.0038525807631579184,0.003434831041851638,15,4,21544
59,21,1,0.9024943106010361,0.0053256466850983,0.004264803582835258,0.0004607702363364726,15,10,93322
57,13,1,0.9663865509305326,0.0017184654248107534,0.037159978844198346,0.0012925210032764642,15,2,68084
24,14,1,0.9636006459861328,0.008495406532308507,0.029879036302370578,0.0011286600833729143,18,3,279092
38,25,1,0.8659931368032853,0.006615355073529551,0.013118096071167503,0.0020299409064562525,14,10,692631
66,27,1,0.986619274541879,0.0013330328105526591,0.030389284217381636,0.00041214541002594293,13,9,155285
55,26,1,0.9841059559200619,0.004998454635027715,0.023755981623617858,0.00038367668840298024,15,1,93829
72,43,1,0.9331210042496656,0.0021176396213162113,0.018521445046138802,0.0013274755835116548,15,11,31639
